OpCode,Campaign,OLDVideoDirectory,OLDVideoSubdirectory,Vessel,Region,Fjord,Location,SetNo,RepNo,OldSetName,FieldCode,SiteID,SiteID2021,Repeat site from 2021,Reserve,Year,Unit,Camera left,Camera right,Date,Date2,Time in,Time out,Lat deg,Lat min,Long deg,Long min,Depth sounder,Depth sensor,BottomTemp,SST,Wind/sea/…/notes,Bait,Quality,QualityTag,QualityNotes,Comments,Observations,Hapuku,BlackCoral,ToAnnotate,Annotated_date,Annotator,Successful.count,Successful.length,Successful.meancount,Successful.meancount.length,Notes.Success,IDcheck,No.errors,CheckAnnoComments,CheckSpID & MaxN 19/09/2024,Depth,geometry,Name
FLD24_S14_R01_H12-01_NC01,FLD24,13_NC_NR_190224,01_NC_NR_190224_AM,Southern Winds,Fiordland,Dusky Sound,North Cooper Island,S14,R01,NorthCooperIsland_NR_20240219_AM,NC01,NC01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-19T00:00:00Z,20240219,08:57,NA,45,42.633,166,50.547,55,NA,NA,15,"25 knt wind, rain",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, Sea pens present. Adult male school shark first sighted at P03:18.43. No unique markings. Same school shark destroyed tallest sea pen in shot as well. Gastropod seen at P 28:34.08. Thick cluster of zooplankton around camera for periods of time making it difficult to make animals out. Secondardy school shark seen @ P57:37.39, scratches above right pectoral fin. Parasite on RHS of 1st dorsal fin. SCH MaxN=2. Adult blue cod maxN length same as blue cod maxN length. 2 female school sharks seen at 1:00:37.93. If this counts towards maxN then overall school shark maxN will be 3 and maxN for any one frame is 2",NA,NA,Done,20240404,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,55,"c(166.84245, -45.71055)",DZ4
FLD24_S14_R02_H12-02_NC02,FLD24,13_NC_NR_190224,02_NC_NR_190224_AM,Southern Winds,Fiordland,Dusky Sound,North Cooper Island,S14,R02,NorthCooperIsland_NR_20240219_AM,NC02,NC02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-19T00:00:00Z,20240219,09:12,NA,45,42.345,166,49.729,20.6,32,14.5,15.1,"25 knt wind, rain",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, hagfish, stingray, blue cod",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,1,tenuicaudatus -> brevicaudata,Yes (fixed maxn),32,"c(166.828816666667, -45.70575)",DZ4
FLD24_S14_R03_H12-03_NC03,FLD24,13_NC_NR_190224,03_NC_NR_190224_AM,Southern Winds,Fiordland,Dusky Sound,North Cooper Island,S14,R03,NorthCooperIsland_NR_20240219_AM,NC03,NC03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-19T00:00:00Z,20240219,09:29,NA,45,42.968,166,47.963,98,85,11.5,15.1,"25 knt wind, rain",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, schoolie, 7gill, lots of sea perch. Gastropod seen around P47:00.00. Multiple school sharks seen, maxN could be >1",NA,NA,Done,20240625,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,85,"c(166.799383333333, -45.7161333333333)",DZ4
FLD24_S14_R04_H12-04_NC04,FLD24,13_NC_NR_190224,04_NC_NR_190224_AM,Southern Winds,Fiordland,Dusky Sound,North Cooper Island,S14,R04,NorthCooperIsland_NR_20240219_AM,NC04,NC04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-19T00:00:00Z,20240219,09:42,NA,45,43.102,166,46.952,18.4,18,14,15.3,"10 knt wind, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Kelpy, blue cod, spotty, kingfish, school shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),18,"c(166.782533333333, -45.7183666666667)",DZ4
FLD24_S14_R05_H12-05_NC05_LEFTONLY,FLD24,13_NC_NR_190224,05_NC_NR_190224_AM,Southern Winds,Fiordland,Dusky Sound,North Cooper Island,S14,R05,NorthCooperIsland_NR_20240219_AM,NC05,NC05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-19T00:00:00Z,20240219,09:53,NA,45,43.403,166,45.64,23.1,28,14.5,15.3,"10 knt wind, overcast",1 kg crushed skipjack tuna,OK,_LEFTONLY,Left videos only,Wrong right videos. The videos originally in this folder were the same as those at S15_R05.,"Sand/silt with red agae. Rock reef/outcrop in background, schoolie, blue cod, lots of tarakihi. Posisbly maxN=4 for school sharks. Male and female variants of spotty and scarlet wrasse observed",NA,NA,Done,20240625,Alex Burton,Yes,No,Yes,No,Only one video,NA,NA,NA,NA,28,"c(166.760666666667, -45.7233833333333)",DZ4
FLD24_S14_R06_H12-06_NC06_TILTED,FLD24,13_NC_NR_190224,06_NC_NR_190224_AM,Southern Winds,Fiordland,Dusky Sound,North Cooper Island,S14,R06,NorthCooperIsland_NR_20240219_AM,NC06,NC06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-19T00:00:00Z,20240219,10:07,NA,45,43.595,166,47.924,17.9,18,15,15.7,"10 knt wind, overcast",1 kg crushed skipjack tuna,Good,_TILTED,Tilted but ok,NA,"Reef, black coral, blue cod, school shark",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,0,NA,Yes,18,"c(166.798733333333, -45.7265833333333)",DZ4
FLD24_S15_R01_H12-01_SI07,FLD24,08_SI_NR_170224,07_SI_NR_190224_MID,Southern Winds,Fiordland,Dusky Sound,Shag Island,S15,R01,ShagIsland_NR_20240219_AM,SI07,SI07,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-19T00:00:00Z,20240219,11:58,NA,45,43.793,166,47.394,42.1,NA,NA,15.7,"10 knt wind, overcast, drizzle",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Slit and rocks. Lots of black coral in distance, hard to tell how many individual corals. Blue cod attacking another blue cod @ P 41:01.09. Possible 3rd school shark @ P59:00.00, however, could not tell if it was the same male shark or not",NA,yes,Done,20240418,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,42.1,"c(166.7899, -45.7298833333333)",DZ4
FLD24_S15_R02_H12-02_SI08,FLD24,08_SI_NR_170224,08_SI_NR_190224_MID,Southern Winds,Fiordland,Dusky Sound,Shag Island,S15,R02,ShagIsland_NR_20240219_AM,SI08,SI08,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-19T00:00:00Z,20240219,12:06,NA,45,44.011,166,46.869,32.8,36,14.3,15.7,"10 knt wind, overcast, drizzle",1 kg crushed skipjack tuna,Good,NA,NA,Whiteboard says SHI02; this is ok,"Sand with scattered debris, blue cod, multiple opalfish, S.griffini spotted",NA,NA,Done,20240625,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,36,"c(166.78115, -45.7335166666667)",DZ4
FLD24_S15_R03_H12-03_SI09,FLD24,08_SI_NR_170224,09_SI_NR_190224_MID,Southern Winds,Fiordland,Dusky Sound,Shag Island,S15,R03,ShagIsland_NR_20240219_AM,SI09,SI09,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-19T00:00:00Z,20240219,12:17,NA,45,43.877,166,46.637,43,46,13.7,15.6,"10 knt wind, overcast, drizzle",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, blue cod, schoolies",yes,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,griffini added,Yes (fixed maxn),46,"c(166.777283333333, -45.7312833333333)",DZ4
FLD24_S15_R04_H12-04_SI10_TILTED,FLD24,08_SI_NR_170224,10_SI_NR_190224_MID,Southern Winds,Fiordland,Dusky Sound,Shag Island,S15,R04,ShagIsland_NR_20240219_AM,SI10,SI10,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-19T00:00:00Z,20240219,12:27,NA,45,43.977,166,46.026,22.5,15,14.8,15.7,"10 knt wind, overcast, drizzle",1 kg crushed skipjack tuna,OK,_TILTED,Tilted upwards but ok,NA,NA,NA,NA,Done,NA,Odette Howarth,Yes,Check,No,Redo,Random meancount periods,yes,NA,acanthais -> griffini,Yes (fixed maxn),15,"c(166.7671, -45.73295)",DZ4
FLD24_S15_R05_H12-05_SI11,FLD24,08_SI_NR_170224,11_SI_NR_190224_MID,Southern Winds,Fiordland,Dusky Sound,Shag Island,S15,R05,ShagIsland_NR_20240219_AM,SI11,SI11,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-19T00:00:00Z,20240219,12:34,NA,45,44.547,166,45.807,57.6,64,12,15.7,"10 knt wind, overcast, drizzle",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, blue cod, schoolies",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,NA,NA,lenticulatus -> griffini,Yes,64,"c(166.76345, -45.74245)",DZ3
FLD24_S15_R06_H12-06_SI12,FLD24,08_SI_NR_170224,12_SI_NR_190224_MID,Southern Winds,Fiordland,Dusky Sound,Shag Island,S15,R06,ShagIsland_NR_20240219_AM,SI12,SI12,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-19T00:00:00Z,20240219,12:41,NA,45,44.635,166,45.331,42.7,45,14.2,15.7,"10 knt wind, overcast, drizzle",1 kg crushed skipjack tuna,Good,NA,NA,NC06 R in original directory of SI12. Whiteboard states SI06,"Sand/silt, Sea pens, hermit crab.  Adult blue cod chasing smaller blue cod away on multiple occassions. School sharks observed were swimming too fast to see sex and accurately measure TL or FL. AD_maxN = maxN length for blue cod. Too much sediment in the water column to accurately measure individuals at meancounts 20, 40, 50 minutes",NA,NA,Done,20240418,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,45,"c(166.755516666667, -45.7439166666667)",DZ3
FLD24_S16_R01_H12-01_II01,FLD24,14_II_NR_190224,01_II_NR_190224_PM,Southern Winds,Fiordland,Dusky Sound,Indian Island,S16,R01,IndianIsland_NR_20240219_AM,II1,II01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-19T00:00:00Z,20240219,15:19,NA,45,45.666,166,38.788,28,NA,NA,15.7,"20 knt wind, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Reef, blue cod, stingray, 7gill",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,eagle -> st ray; dentex -> georgianus,Yes (fixed maxn),28,"c(166.646466666667, -45.7611)",DZ3
FLD24_S16_R02_H12-02_II02,FLD24,14_II_NR_190224,02_II_NR_190224_PM,Southern Winds,Fiordland,Dusky Sound,Indian Island,S16,R02,IndianIsland_NR_20240219_AM,II2,II02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-19T00:00:00Z,20240219,15:26,NA,45,45.712,166,38.433,58,57,13.7,15.7,"20 knt wind, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, blue cod, sea perch",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (added percoides),57,"c(166.64055, -45.7618666666667)",DZ3
FLD24_S16_R03_H12-03_II03,FLD24,14_II_NR_190224,03_II_NR_190224_PM,Southern Winds,Fiordland,Dusky Sound,Indian Island,S16,R03,IndianIsland_NR_20240219_AM,II3,II03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-19T00:00:00Z,20240219,15:33,NA,45,46.094,166,38.271,37,36,14.5,15.7,"20 knt wind, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Pretty, reef, blue cod, schoolies, butterfly perch",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),36,"c(166.63785, -45.7682333333333)",DZ3
FLD24_S16_R04_H12-04_II04,FLD24,14_II_NR_190224,04_II_NR_190224_PM,Southern Winds,Fiordland,Dusky Sound,Indian Island,S16,R04,IndianIsland_NR_20240219_AM,II4,II04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-19T00:00:00Z,20240219,15:38,NA,45,46.036,166,37.89,41,46,14,15.7,"20 knt wind, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Very nice! Reef, black coral, blue cod, carpet shark",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),46,"c(166.6315, -45.7672666666667)",DZ3
FLD24_S16_R05_H12-05_II05,FLD24,14_II_NR_190224,05_II_NR_190224_PM,Southern Winds,Fiordland,Dusky Sound,Indian Island,S16,R05,IndianIsland_NR_20240219_AM,II5,II05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-19T00:00:00Z,20240219,15:44,NA,45,46.258,166,37.417,27,28,14.8,15.7,"10 knt wind, overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Reef/red algae, blue cod, schoolie, black coral in distance",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,NA,NA,NA,Yes (corrected meancounts),28,"c(166.623616666667, -45.7709666666667)",DZ3
FLD24_S16_R06_H12-06_II06_TILTED,FLD24,14_II_NR_190224,06_II_NR_190224_PM,Southern Winds,Fiordland,Dusky Sound,Indian Island,S16,R06,IndianIsland_NR_20240219_AM,II6,II06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-19T00:00:00Z,20240219,15:51,NA,45,45.91,166,37.448,40,47,14.3,15.7,"10 knt wind, overcast",1 kg crushed skipjack tuna,Good,_TILTED,Tilted upwards but ok,Tilted up,"Reef, blue cod, carpet shark,",NA,NA,Done,NA,Odette Howarth,Yes,Check,Redo,Redo,Random meancount periods,probably ok,NA,NA,Yes (fixed maxn),47,"c(166.624133333333, -45.7651666666667)",DZ3
FLD24_S17_R01_H12-01_LI01,FLD24,15_LI_NR_200224,01_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R01,LongIsland_NR_20240220_AM,LI01,LI01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-20T00:00:00Z,20240220,08:00,NA,45,45.952,166,36.891,14.2,NA,NA,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, blue cod,",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),14.2,"c(166.61485, -45.7658666666667)",DZ3
FLD24_S17_R02_H12-02_LI02,FLD24,15_LI_NR_200224,02_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R02,LongIsland_NR_20240220_AM,LI02,LI02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-20T00:00:00Z,20240220,08:05,NA,45,46.256,166,36.627,23.4,30,14.8,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/reef/red algae, carpet shark, stingray, 7gill, few if any blue cod",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),30,"c(166.61045, -45.7709333333333)",DZ3
FLD24_S17_R03_H12-03_LI03,FLD24,15_LI_NR_200224,03_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R03,LongIsland_NR_20240220_AM,LI03,LI03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-20T00:00:00Z,20240220,08:12,NA,45,46.344,166,36.016,21.4,23,14.8,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/red algae, carpet shark, blue cod",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),23,"c(166.600266666667, -45.7724)",DZ2
FLD24_S17_R04_H12-04_LI04,FLD24,15_LI_NR_200224,04_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R04,LongIsland_NR_20240220_AM,LI04,LI04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-20T00:00:00Z,20240220,08:20,NA,45,46.56,166,36.076,22,25,14.9,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt/red algae, schoolie, a few BCO",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),25,"c(166.601266666667, -45.776)",DZ2
FLD24_S17_R05_H12-05_LI05_OBSCURED,FLD24,15_LI_NR_200224,05_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R05,LongIsland_NR_20240220_AM,LI05,LI05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-20T00:00:00Z,20240220,08:26,NA,45,46.582,166,36.523,35.6,38,14.5,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,_OBSCURED,NA,NA,"Sand/silt/reef, sea perch, butterfly perch",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),38,"c(166.608716666667, -45.7763666666667)",DZ3
FLD24_S17_R06_H12-06_LI06_LEFTONLY,FLD24,15_LI_NR_200224,06_LI_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Long Island,S17,R06,LongIsland_NR_20240220_AM,LI06,LI06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-20T00:00:00Z,20240220,08:32,NA,45,46.669,166,36.771,51,69,12,14.6,"Calm, partially overcast",1 kg crushed skipjack tuna,OK,_LEFTONLY,Left videos only,R cam footage is the same as the left cam footage. Files already moved into new directory and measurement file saveds,"Sand/silt, schoolie, hagfish",NA,NA,Done,NA,Odette Howarth,Yes,No,Check,No,Only one video,probably ok,NA,NA,Yes,69,"c(166.61285, -45.7778166666667)",DZ3
FLD24_S18_R01_H12-01_CL01,FLD24,16_CL_NR_200224,01_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R01,CurlewIsland_NR_20240220_MD,CL01,CL01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-20T00:00:00Z,20240220,10:09,NA,45,47.135,166,36.451,38.7,NA,NA,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Boulder, black coral, BCO, 3+ schoolies",NA,yes,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),38.7,"c(166.607516666667, -45.7855833333333)",DZ3
FLD24_S18_R02_H12-02_CL02,FLD24,16_CL_NR_200224,02_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R02,CurlewIsland_NR_20240220_MD,CL02,CL02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-20T00:00:00Z,20240220,11:12,NA,45,47.362,166,36.526,32,42,14,14.9,"Calm, partially overcast, strong outgoing tide",1 kg crushed skipjack tuna,Good,NA,NA,First attempt thwarted by rope hitting rudder; unit retrieved and redeployed at a new site,"Sand/silt, BCO, 2+ carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,NA,Yes (fixed maxn),42,"c(166.608766666667, -45.7893666666667)",DZ3
FLD24_S18_R03_H12-03_CL03,FLD24,16_CL_NR_200224,03_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R03,CurlewIsland_NR_20240220_MD,CL03,CL03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-20T00:00:00Z,20240220,11:19,NA,45,47.887,166,36.718,36.7,38,14.2,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,Cascade Falls,"Reef/silt, BCO",yes,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,lenticulatus -> griffini,Yes (fixed maxn),38,"c(166.611966666667, -45.7981166666667)",DZ3
FLD24_S18_R04_H12-04_CL04,FLD24,16_CL_NR_200224,04_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R04,CurlewIsland_NR_20240220_MD,CL04,CL04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-20T00:00:00Z,20240220,11:26,NA,45,48.159,166,35.93,18.4,21,14.9,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,MaxN + maxN length = 2hrs. Meancount + meancount length = 45minutes,"Sand/silt with algae and a rock. School of unknown fish observered @ P15:09.64. Blue cod cleaning behaviour @ P34:51.59. In some instances female school sharks were going too fast or not the right portion of body was observed to tell individuals apart (could possibly be a maxN of 3). Sharks were disturbing the sediment which made counts and length measurements difficult at times. Male broadnose sevengill being followed by a trevally at P 50:32.66. Both a mature male and possibly mature female broadnose sevengill where seen in multiple frames together. However, there was no signs of the male following/chasing the female or mating attempts. School of trevally started following male broadnose sevengill for breif periods of time. Juvenile maxN length (J_maxN_length) is the same as maxN length for blue cod",NA,NA,Done,20240422,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,21,"c(166.598833333333, -45.80265)",DZ3
FLD24_S18_R05_H12-05_CL05,FLD24,16_CL_NR_200224,05_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R05,CurlewIsland_NR_20240220_MD,CL05,CL05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-20T00:00:00Z,20240220,11:32,NA,45,48.317,166,35.288,30.4,33,14.7,14.9,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, Small unknown fish @ P10:14.18 - sandburrower/fish? label sp. Another unknown fish species @ P15:47.01 - label sp1. School of fish @ P29:07.98. Gemfish/barracuda @ P38:47.46 - label Sp2. Schoo of fast moving elongated silver fish @ 41:42.20. Labelled Sp3. Broadnose sevengill chasing a blue cod @ P42:50.74. 2x hagfish @ P57:19.84",NA,NA,Done,20240222,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,33,"c(166.588133333333, -45.8052833333333)",DZ3
FLD24_S18_R06_H12-06_CL06,FLD24,16_CL_NR_200224,06_Cl_NR_200224_MID,Southern Winds,Fiordland,Dusky Sound,Curlew Island,S18,R06,CurlewIsland_NR_20240220_MD,CL06,CL06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-20T00:00:00Z,20240220,11:40,NA,45,47.639,166,35.938,65,68,11.8,15.1,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, schoolie",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,yes,NA,lenticulatus -> griffini,Yes,68,"c(166.598966666667, -45.7939833333333)",DZ3
FLD24_S19_R01_H12-01_PH01,FLD24,17_PH_NR_200224,01_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R01,PickersgillHarbour_NR_20240220_PM,PH01,PH01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-20T00:00:00Z,20240220,13:25,NA,45,47.668,166,35.445,31.5,NA,NA,15.4,"Calm, partially overcast",1 kg crushed skipjack tuna,OK,NA,NA,NA,"Sand/silt, 7gill, carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn and meancounts),31.5,"c(166.59075, -45.7944666666667)",DZ2
FLD24_S19_R02_H12-02_PH02_TILTEDDOWN,FLD24,17_PH_NR_200224,02_PH_TILTED_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R02,PickersgillHarbour_NR_20240220_PM,PH02,PH02,NA,No,NR,2024,H12-02,H12-02L,H12-02R,2024-02-20T00:00:00Z,20240220,13:30,NA,45,47.649,166,35.051,33.4,33,14.6,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,OK,_TILTEDDOWN,Tilted downwards but ok,NA,"Sand, boulders, BCO, 7gill",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,ciliaris -> colias,Yes (fixed maxn and meancounts),33,"c(166.584183333333, -45.79415)",DZ2
FLD24_S19_R03_H12-03_PH03,FLD24,17_PH_NR_200224,03_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R03,PickersgillHarbour_NR_20240220_PM,PH03,PH03,NA,No,NR,2024,H12-03,H12-03L,H12-03R,2024-02-20T00:00:00Z,20240220,13:35,NA,45,47.667,166,35.602,38.1,42,13.9,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Sand/silt, BCO, schoolie",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn),42,"c(166.593366666667, -45.79445)",DZ2
FLD24_S19_R04_H12-04_PH04,FLD24,17_PH_NR_200224,04_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R04,PickersgillHarbour_NR_20240220_PM,PH04,PH04,NA,No,NR,2024,H12-04,H12-04L,H12-04R,2024-02-20T00:00:00Z,20240220,13:47,NA,45,47.018,166,34.981,30.2,32,14.6,15.4,"Calm, partially overcast, little swell",1 kg crushed skipjack tuna,Good,NA,NA,NA,"Shell, BCO,",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,NA,Yes (fixed maxn and meancounts),32,"c(166.583016666667, -45.7836333333333)",DZ2
FLD24_S19_R05_H12-05_PH05_RIGHTTORCHFAIL,FLD24,17_PH_NR_200224,05_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R05,PickersgillHarbour_NR_20240220_PM,PH05,PH05,NA,No,NR,2024,H12-05,H12-05L,H12-05R,2024-02-20T00:00:00Z,20240220,14:00,NA,45,46.914,166,36.005,79.9,81,11.7,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,_RIGHTTORCHFAIL,Right torch failed but ok,Closer to group 17 (Long Island),"Sand/silt, sea perch, schoolie, hagfish",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,Random meancount frames,yes,NA,lenticulatus -> griffini,Yes (fixed maxn and meancounts),81,"c(166.600083333333, -45.7819)",DZ2
FLD24_S19_R06_H12-06_PH06,FLD24,17_PH_NR_200224,06_PH_NR_200224_PM,Southern Winds,Fiordland,Dusky Sound,Pickersgill Harbour,S19,R06,PickersgillHarbour_NR_20240220_PM,PH06,PH06,NA,No,NR,2024,H12-06,H12-06L,H12-06R,2024-02-20T00:00:00Z,20240220,14:08,NA,45,47.452,166,36.124,78.7,79,11.7,15.5,"Calm, partially overcast",1 kg crushed skipjack tuna,Good,NA,NA,Closer to group 18,"Sand/silt/rock, many sea pens, 7gill, BCO, carpet shark",NA,NA,Done,NA,Odette Howarth,Yes,Check,Check,Check,NA,probably ok,NA,miles removed (it was a seapen),Yes (fixed maxn and meancounts),79,"c(166.602066666667, -45.7908666666667)",DZ3
FLD24_S20_R01_H12-01_DC01,FLD24,18_DC_NR_210224,01_DC_NR_210224_AM,Southern Winds,Fiordland,Dusky Sound,Duck Cove,S20,R01,DuckCove_NR_20240221_AM,DC01,DC01,NA,No,NR,2024,H12-01,H12-01L,H12-01R,2024-02-21T00:00:00Z,20240221,10:05,NA,45,44.818,166,39.4,25,NA,NA,15,"Calm, overcast",1 kg crushed skipjack tuna,Good,NA,NA,Whiteboard mentions Coromarant Cove BRUV 6 20/02/24While film crew were fluffing about.,"Reef/sand, Male and female spottys as well as juvenile and adult gilded and scralet wrasse. Large tarakihi chasing smaller one @ P14:27:07. School of butterfly perch in background @ P50:06:00. For blue cod AD_maxN_length = maxN_length",NA,NA,Done,20240417,Alex Burton,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,25,"c(166.656666666667, -45.7469666666667)",DZ3
